statinfo,unit,stk_flow,country,year,value
Annual value,"Current prices, euro per capita",Losses,Austria,2004,0.12
Annual value,"Current prices, euro per capita",Losses,Austria,2005,107.2
Annual value,"Current prices, euro per capita",Losses,Austria,2006,88.04
Annual value,"Current prices, euro per capita",Losses,Austria,2007,54.61
Annual value,"Current prices, euro per capita",Losses,Austria,2008,74.39
Annual value,"Current prices, euro per capita",Losses,Austria,2009,83.06
Annual value,"Current prices, euro per capita",Losses,Austria,2010,0.0
Annual value,"Current prices, euro per capita",Losses,Austria,2011,0.0
Annual value,"Current prices, euro per capita",Losses,Austria,2012,1.54
Annual value,"Current prices, euro per capita",Losses,Austria,2013,119.34
Annual value,"Current prices, euro per capita",Losses,Austria,2014,0.0
Annual value,"Current prices, euro per capita",Losses,Austria,2015,0.0
Annual value,"Current prices, euro per capita",Losses,Austria,2016,0.0
Annual value,"Current prices, euro per capita",Losses,Austria,2017,139.81
Annual value,"Current prices, euro per capita",Losses,Austria,2018,44.45
Annual value,"Current prices, euro per capita",Losses,Austria,2019,69.93
Annual value,"Current prices, euro per capita",Losses,Austria,2020,27.36
Annual value,"Current prices, euro per capita",Losses,Austria,2021,95.25
Annual value,"Current prices, euro per capita",Losses,Austria,2022,23.78
Annual value,"Current prices, euro per capita",Losses,Austria,2023,43.37
Annual value,"Current prices, euro per capita",Losses,Belgium,1980,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1981,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1982,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1983,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1984,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1985,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1986,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1987,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1988,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1989,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1990,145.98
Annual value,"Current prices, euro per capita",Losses,Belgium,1991,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1992,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1993,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1994,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1995,12.63
Annual value,"Current prices, euro per capita",Losses,Belgium,1996,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1997,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,1998,1.47
Annual value,"Current prices, euro per capita",Losses,Belgium,1999,8.02
Annual value,"Current prices, euro per capita",Losses,Belgium,2000,0.1
Annual value,"Current prices, euro per capita",Losses,Belgium,2001,0.1
Annual value,"Current prices, euro per capita",Losses,Belgium,2002,0.77
Annual value,"Current prices, euro per capita",Losses,Belgium,2003,0.1
Annual value,"Current prices, euro per capita",Losses,Belgium,2004,0.1
Annual value,"Current prices, euro per capita",Losses,Belgium,2005,7.16
Annual value,"Current prices, euro per capita",Losses,Belgium,2006,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,2007,45.55
Annual value,"Current prices, euro per capita",Losses,Belgium,2008,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,2009,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,2010,53.6
Annual value,"Current prices, euro per capita",Losses,Belgium,2011,8.61
Annual value,"Current prices, euro per capita",Losses,Belgium,2012,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,2013,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,2014,67.8
Annual value,"Current prices, euro per capita",Losses,Belgium,2015,0.0
Annual value,"Current prices, euro per capita",Losses,Belgium,2016,11.83
Annual value,"Current prices, euro per capita",Losses,Belgium,2017,2.73
Annual value,"Current prices, euro per capita",Losses,Belgium,2018,18.55
Annual value,"Current prices, euro per capita",Losses,Belgium,2019,25.07
Annual value,"Current prices, euro per capita",Losses,Belgium,2020,46.45
Annual value,"Current prices, euro per capita",Losses,Belgium,2021,963.13
Annual value,"Current prices, euro per capita",Losses,Belgium,2022,71.92
Annual value,"Current prices, euro per capita",Losses,Belgium,2023,8.4
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1980,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1981,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1982,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1983,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1984,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1985,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1986,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1987,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1988,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1989,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1990,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1991,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1992,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1993,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1994,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1995,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1996,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1997,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1998,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,1999,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2000,7.34
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2001,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2002,0.38
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2003,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2004,0.13
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2005,340.91
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2006,0.13
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2007,0.53
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2008,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2009,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2010,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2011,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2012,0.82
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2013,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2014,169.36
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2015,173.68
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2016,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2017,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2018,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2019,0.0
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2020,0.92
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2021,0.31
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2022,6.19
Annual value,"Current prices, euro per capita",Losses,Bulgaria,2023,3.57
Annual value,"Current prices, euro per capita",Losses,Switzerland,1980,0.0
Annual value,"Current prices, euro per capita",Losses,Switzerland,1981,0.0
Annual value,"Current prices, euro per capita",Losses,Switzerland,1982,6.88
Annual value,"Current prices, euro per capita",Losses,Switzerland,1983,4.67
Annual value,"Current prices, euro per capita",Losses,Switzerland,1984,12.42
Annual value,"Current prices, euro per capita",Losses,Switzerland,1985,9.12
Annual value,"Current prices, euro per capita",Losses,Switzerland,1986,76.41
Annual value,"Current prices, euro per capita",Losses,Switzerland,1987,544.68
Annual value,"Current prices, euro per capita",Losses,Switzerland,1988,33.97
Annual value,"Current prices, euro per capita",Losses,Switzerland,1989,0.15
Annual value,"Current prices, euro per capita",Losses,Switzerland,1990,132.53
Annual value,"Current prices, euro per capita",Losses,Switzerland,1991,0.0
Annual value,"Current prices, euro per capita",Losses,Switzerland,1992,34.47
Annual value,"Current prices, euro per capita",Losses,Switzerland,1993,112.28
Annual value,"Current prices, euro per capita",Losses,Switzerland,1994,18.87
Annual value,"Current prices, euro per capita",Losses,Switzerland,1995,0.28
Annual value,"Current prices, euro per capita",Losses,Switzerland,1996,0.0
Annual value,"Current prices, euro per capita",Losses,Switzerland,1997,17.07
Annual value,"Current prices, euro per capita",Losses,Switzerland,1998,12.1
Annual value,"Current prices, euro per capita",Losses,Switzerland,1999,509.8
Annual value,"Current prices, euro per capita",Losses,Switzerland,2000,4.59
Annual value,"Current prices, euro per capita",Losses,Switzerland,2001,0.0
Annual value,"Current prices, euro per capita",Losses,Switzerland,2002,14.55
Annual value,"Current prices, euro per capita",Losses,Switzerland,2003,60.36
Annual value,"Current prices, euro per capita",Losses,Switzerland,2004,2.44
Annual value,"Current prices, euro per capita",Losses,Switzerland,2005,647.29
Annual value,"Current prices, euro per capita",Losses,Switzerland,2006,4.68
Annual value,"Current prices, euro per capita",Losses,Switzerland,2007,110.58
Annual value,"Current prices, euro per capita",Losses,Switzerland,2008,0.13
Annual value,"Current prices, euro per capita",Losses,Switzerland,2009,144.89
Annual value,"Current prices, euro per capita",Losses,Switzerland,2010,1.92
Annual value,"Current prices, euro per capita",Losses,Switzerland,2011,0.0
Annual value,"Current prices, euro per capita",Losses,Switzerland,2012,0.0
Annual value,"Current prices, euro per capita",Losses,Switzerland,2013,32.76
Annual value,"Current prices, euro per capita",Losses,Switzerland,2014,12.82
Annual value,"Current prices, euro per capita",Losses,Switzerland,2015,1.09
Annual value,"Current prices, euro per capita",Losses,Switzerland,2016,0.0
Annual value,"Current prices, euro per capita",Losses,Switzerland,2017,47.68
Annual value,"Current prices, euro per capita",Losses,Switzerland,2018,18.32
Annual value,"Current prices, euro per capita",Losses,Switzerland,2019,22.04
Annual value,"Current prices, euro per capita",Losses,Switzerland,2020,16.09
Annual value,"Current prices, euro per capita",Losses,Switzerland,2021,43.08
Annual value,"Current prices, euro per capita",Losses,Switzerland,2022,2.16
Annual value,"Current prices, euro per capita",Losses,Switzerland,2023,47.48
Annual value,"Current prices, euro per capita",Losses,Cyprus,1980,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1981,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1982,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1983,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1984,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1985,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1986,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1987,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1988,42.88
Annual value,"Current prices, euro per capita",Losses,Cyprus,1989,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1990,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1991,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1992,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1993,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1994,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1995,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1996,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1997,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1998,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,1999,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,2000,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,2001,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,2002,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,2003,18.1
Annual value,"Current prices, euro per capita",Losses,Cyprus,2004,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,2005,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,2006,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,2007,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,2008,233.91
Annual value,"Current prices, euro per capita",Losses,Cyprus,2009,3.71
Annual value,"Current prices, euro per capita",Losses,Cyprus,2010,0.0
Annual value,"Current prices, euro per capita",Losses,Cyprus,2011,0.0
